id,university_short_name,program_source_code,major_code,subject_group_code
59f17f7e-ce47-4196-a764-fb2e429a5af0,ANH,7860100_Nu_1,7860100,C03
b7c2c9fe-4756-4de2-b95e-6ba51c4aacc9,ANH,7860100_Nu_1,7860100,D01
6544bca5-c56f-4b14-86d6-bea16e838178,ANH,7860100_Nu_1,7860100,X02
99591105-dcd7-4a97-8b1a-c07887cfea5d,ANH,7860100_Nu_1,7860100,X03
b25ab353-e653-4864-b0c4-630d7a30a7d6,ANH,7860100_Nu_1,7860100,X04
12a8f504-ef6e-4d9b-9366-c19002252856,ANH,7860100_Nu_2,7860100,A00
1a650fe4-ef5e-47d1-a28f-f32bdcb60657,ANH,7860100_Nu_2,7860100,A01
27e85488-4898-4f70-82ce-5efa519c210e,ANH,7860100_Nu_2,7860100,C03
1743d47b-55eb-4166-90e7-c454d15ade9a,ANH,7860100_Nu_2,7860100,D01
8db16ff2-b5ed-4d54-8100-3eef9bd72543,ANH,7860100_Nu_2,7860100,X02
e5c48126-1978-4b61-8030-ed5250394ae2,ANH,7860100_Nu_2,7860100,X03
b57e08ff-b548-42e9-ba76-b76c05b9e1c2,ANH,7860100_Nu_2,7860100,X04
36bf7ba5-2755-44d4-95e0-098726751452,ANH,7860100_Nu_3,7860100,A00
26637f52-9fd8-46bb-b1dc-822a73146a0f,ANH,7860100_Nu_3,7860100,A01
a3948039-3f14-48c8-aebf-0ff6541a8895,ANH,7860100_Nu_3,7860100,C03
f327886e-d127-465a-9374-76a8b1276ca4,ANH,7860100_Nu_3,7860100,D01
1d611372-8d43-490f-a336-55c2f4aad64d,ANH,7860100_Nu_3,7860100,X02
50796a7a-df64-4dec-99d8-4772eae1f45c,ANH,7860100_Nu_3,7860100,X03
d4307a90-bff5-4bcb-ab45-4814e3314530,ANH,7860100_Nu_3,7860100,X04
59bd3987-bcd0-46b0-9e05-579913cd4c9d,ANH,7860100_Nu_8,7860100,A00
a70035e8-d091-42de-bb04-16b225a1c031,ANH,7860100_Nu_8,7860100,A01
