id,university_short_name,major_code,program_source_code,program_name,quota,missing_reason,base_program_code,source,source_school_id,is_active
05eb0044-9615-55f4-ab60-2f9dd98efedc,BKA,ME-E1y,ME-E1y,Kỹ thuật Cơ điện tử (CT tiên tiến),,3. Dữ liệu quá khứ (Mã nhánh/Biến thể của hệ thống cũ),ME-E1,tuyensinh247,302,true
a1f58559-c479-509b-b48d-7d41c7843bac,BKA,ME-Gux,ME-Gux,Cơ khí - Chế tạo máy - hợp tác với ĐH Griffith (Úc),,"3. Dữ liệu quá khứ (Ngành đã khai tử, năm nay không tuyển)",,tuyensinh247,302,true
accc04a1-9a6e-5cf4-92b1-2ad7a4f34ca2,BKA,ME-Guy,ME-Guy,Cơ khí - Chế tạo máy - hợp tác với ĐH Griffith (Úc),,"3. Dữ liệu quá khứ (Ngành đã khai tử, năm nay không tuyển)",,tuyensinh247,302,true
034783d5-01b3-511a-bef4-68f0e44e17f1,BKA,ME-LUHx,ME-LUHx,Cơ điện tử - hợp tác với ĐH Leibniz Hannover (CHLB Đức),,3. Dữ liệu quá khứ (Mã nhánh/Biến thể của hệ thống cũ),ME-LUH,tuyensinh247,302,true
d18da9e5-b5bf-5a89-893a-19b97f5d64fe,BKA,ME-LUHy,ME-LUHy,Cơ điện tử - hợp tác với ĐH Leibniz Hannover (CHLB Đức),,3. Dữ liệu quá khứ (Mã nhánh/Biến thể của hệ thống cũ),ME-LUH,tuyensinh247,302,true
287274fc-39c8-5a64-b726-cc0ab91afd4a,BKA,ME-NUTx,ME-NUTx,Cơ điện tử - hợp tác với ĐHCN Nagaoka (Nhật Bản),,3. Dữ liệu quá khứ (Mã nhánh/Biến thể của hệ thống cũ),ME-NUT,tuyensinh247,302,true
10a17ef1-fe80-5f76-a654-bd700714843e,BKA,ME-NUTy,ME-NUTy,Cơ điện tử - hợp tác với ĐHCN Nagaoka (Nhật Bản),,3. Dữ liệu quá khứ (Mã nhánh/Biến thể của hệ thống cũ),ME-NUT,tuyensinh247,302,true
9a101642-d650-58e0-b604-e9243cd37f45,BKA,ME1x,ME1x,Kỹ thuật Cơ điện tử,,3. Dữ liệu quá khứ (Mã nhánh/Biến thể của hệ thống cũ),ME1,tuyensinh247,302,true
d97e6ea2-2173-5161-a461-932ddb5c01a4,BKA,ME1y,ME1y,Kỹ thuật Cơ điện tử,,3. Dữ liệu quá khứ (Mã nhánh/Biến thể của hệ thống cũ),ME1,tuyensinh247,302,true
c9a59150-e038-5672-a2dd-38948652dbf8,BKA,ME2x,ME2x,Kỹ thuật Cơ khí,,3. Dữ liệu quá khứ (Mã nhánh/Biến thể của hệ thống cũ),ME2,tuyensinh247,302,true
