university_short_name,program_source_code,major_name,quota,admission_methods,subject_groups,is_verified
TLA,TLA110,Xây dựng và quản lý hạ tầng đô thị (Kỹ thuật cơ sở hạ tầng),120,DGNL_HN,,true
TLA,TLA110,Xây dựng và quản lý hạ tầng đô thị (Kỹ thuật cơ sở hạ tầng),120,THPT,"A00,A01,C01,C02,D01,D07,X02,X06",true
TLA,TLA110,Xây dựng và quản lý hạ tầng đô thị (Kỹ thuật cơ sở hạ tầng),120,DGNL_HN,"A00,A01,C01,C02,D01,D07,X02,X06",true
TLA,TLA111,Công nghệ kỹ thuật xây dựng,150,DGNL_HN,,true
TLA,TLA111,Công nghệ kỹ thuật xây dựng,150,THPT,"A00,A01,C01,C02,D01,D07,X02,X06",true
TLA,TLA111,Công nghệ kỹ thuật xây dựng,150,DGNL_HN,"A00,A01,C01,C02,D01,D07,X02,X06",true
TLA,TLA112,Kỹ thuật điện,70,DGNL_HN,,true
TLA,TLA112,Kỹ thuật điện,70,THPT,"A00,A01,C01,D01,D07,X02,X06,X26",true
TLA,TLA112,Kỹ thuật điện,70,DGNL_HN,"A00,A01,C01,D01,D07,X02,X06,X26",true
TLA,TLA112,Kỹ thuật điện,70,DGTD,K00,true
TLA,TLA113,"Kỹ thuật xây dựng công trình giao thông (gồm các chương trình: Kỹ thuật xây dựng cầu, đường bộ; Kỹ thuật xây dựng Đường sắt tốc độ cao và đường sắt đô thị)",180,DGNL_HN,,true
TLA,TLA113,"Kỹ thuật xây dựng công trình giao thông (gồm các chương trình: Kỹ thuật xây dựng cầu, đường bộ; Kỹ thuật xây dựng Đường sắt tốc độ cao và đường sắt đô thị)",180,THPT,"A00,A01,C01,C02,D01,D07,X02,X06",true
TLA,TLA113,"Kỹ thuật xây dựng công trình giao thông (gồm các chương trình: Kỹ thuật xây dựng cầu, đường bộ; Kỹ thuật xây dựng Đường sắt tốc độ cao và đường sắt đô thị)",180,DGNL_HN,"A00,A01,C01,C02,D01,D07,X02,X06",true
TLA,TLA114,Quản lý xây dựng,210,DGNL_HN,,true
TLA,TLA114,Quản lý xây dựng,210,THPT,"A00,A01,C01,C02,D01,D07,X02,X06",true
TLA,TLA114,Quản lý xây dựng,210,DGNL_HN,"A00,A01,C01,C02,D01,D07,X02,X06",true
TLA,TLA116,Hệ thống thông tin,80,DGNL_HN,,true
TLA,TLA116,Hệ thống thông tin,80,THPT,"A00,A01,C01,D01,D07,X02,X06,X26",true
TLA,TLA116,Hệ thống thông tin,80,DGNL_HN,"A00,A01,C01,D01,D07,X02,X06,X26",true
TLA,TLA116,Hệ thống thông tin,80,DGTD,K00,true
TLA,TLA117,Kỹ thuật phần mềm,80,DGNL_HN,,true
TLA,TLA117,Kỹ thuật phần mềm,80,THPT,"A00,A01,C01,D01,D07,X02,X06,X26",true
TLA,TLA117,Kỹ thuật phần mềm,80,DGNL_HN,"A00,A01,C01,D01,D07,X02,X06,X26",true
TLA,TLA117,Kỹ thuật phần mềm,80,DGTD,K00,true
TLA,TLA118,Kỹ thuật hóa học,90,DGNL_HN,,true
TLA,TLA118,Kỹ thuật hóa học,90,THPT,"A00,B00,C02,C05,D07,X09,X10",true
TLA,TLA118,Kỹ thuật hóa học,90,DGNL_HN,"A00,B00,C02,C05,D07,X09,X10",true
TLA,TLA118,Kỹ thuật hóa học,90,DGTD,K00,true
TLA,TLA119,Công nghệ sinh học,70,DGNL_HN,,true
TLA,TLA119,Công nghệ sinh học,70,THPT,"A00,A02,B00,B01,B02,B03,D08,X14",true
TLA,TLA119,Công nghệ sinh học,70,DGNL_HN,"A00,A02,B00,B01,B02,B03,D08,X14",true
TLA,TLA119,Công nghệ sinh học,70,DGTD,K00,true
TLA,TLA120,Kỹ thuật cơ điện tử,120,DGNL_HN,,true
TLA,TLA120,Kỹ thuật cơ điện tử,120,THPT,"A00,A01,C01,D01,D07,X02,X06,X26",true
TLA,TLA120,Kỹ thuật cơ điện tử,120,DGNL_HN,"A00,A01,C01,D01,D07,X02,X06,X26",true
TLA,TLA120,Kỹ thuật cơ điện tử,120,DGTD,K00,true
TLA,TLA121,Kỹ thuật điều khiển và tự động hóa,140,DGNL_HN,,true
TLA,TLA121,Kỹ thuật điều khiển và tự động hóa,140,THPT,"A00,A01,C01,D01,D07,X02,X06,X26",true
TLA,TLA121,Kỹ thuật điều khiển và tự động hóa,140,DGNL_HN,"A00,A01,C01,D01,D07,X02,X06,X26",true
TLA,TLA121,Kỹ thuật điều khiển và tự động hóa,140,DGTD,K00,true
TLA,TLA122,Công nghệ cơ khí tự động hóa (Công nghệ chế tạo máy),120,DGNL_HN,,true
TLA,TLA122,Công nghệ cơ khí tự động hóa (Công nghệ chế tạo máy),120,THPT,"A00,A01,C01,D01,D07,X02,X06,X26",true
TLA,TLA122,Công nghệ cơ khí tự động hóa (Công nghệ chế tạo máy),120,DGNL_HN,"A00,A01,C01,D01,D07,X02,X06,X26",true
TLA,TLA122,Công nghệ cơ khí tự động hóa (Công nghệ chế tạo máy),120,DGTD,K00,true
TLA,TLA123,Kỹ thuật Ô tô,140,DGNL_HN,,true
TLA,TLA123,Kỹ thuật Ô tô,140,THPT,"A00,A01,C01,D01,D07,X02,X06,X26",true
TLA,TLA123,Kỹ thuật Ô tô,140,DGNL_HN,"A00,A01,C01,D01,D07,X02,X06,X26",true
TLA,TLA123,Kỹ thuật Ô tô,140,DGTD,K00,true
TLA,TLA124,Kỹ thuật điện tử - viễn thông (gồm các chương trình: Kỹ thuật điện tử - viễn thông; Công nghệ bán dẫn và thiết kế vi mạch),180,DGNL_HN,,true
TLA,TLA124,Kỹ thuật điện tử - viễn thông (gồm các chương trình: Kỹ thuật điện tử - viễn thông; Công nghệ bán dẫn và thiết kế vi mạch),180,THPT,"A00,A01,C01,D01,D07,X02,X06,X26",true
TLA,TLA124,Kỹ thuật điện tử - viễn thông (gồm các chương trình: Kỹ thuật điện tử - viễn thông; Công nghệ bán dẫn và thiết kế vi mạch),180,DGNL_HN,"A00,A01,C01,D01,D07,X02,X06,X26",true
TLA,TLA124,Kỹ thuật điện tử - viễn thông (gồm các chương trình: Kỹ thuật điện tử - viễn thông; Công nghệ bán dẫn và thiết kế vi mạch),180,DGTD,K00,true
TLA,TLA126,Trí tuệ nhân tạo và khoa học dữ liệu,80,DGNL_HN,,true
TLA,TLA126,Trí tuệ nhân tạo và khoa học dữ liệu,80,THPT,"A00,A01,C01,D01,D07,X02,X06,X26",true
TLA,TLA126,Trí tuệ nhân tạo và khoa học dữ liệu,80,DGNL_HN,"A00,A01,C01,D01,D07,X02,X06,X26",true
TLA,TLA126,Trí tuệ nhân tạo và khoa học dữ liệu,80,DGTD,K00,true
TLA,TLA127,An ninh mạng,80,DGNL_HN,,true
TLA,TLA127,An ninh mạng,80,THPT,"A00,A01,C01,D01,D07,X02,X06,X26",true
TLA,TLA127,An ninh mạng,80,DGNL_HN,"A00,A01,C01,D01,D07,X02,X06,X26",true
TLA,TLA127,An ninh mạng,80,DGTD,K00,true
TLA,TLA128,Kỹ thuật Robot và Điều khiển thông minh,120,DGNL_HN,,true
TLA,TLA128,Kỹ thuật Robot và Điều khiển thông minh,120,THPT,"A00,A01,C01,D01,D07,X02,X06,X26",true
TLA,TLA128,Kỹ thuật Robot và Điều khiển thông minh,120,DGNL_HN,"A00,A01,C01,D01,D07,X02,X06,X26",true
TLA,TLA128,Kỹ thuật Robot và Điều khiển thông minh,120,DGTD,K00,true
TLA,TLA129,Chương trình Công nghệ chăm sóc sắc đẹp và sức khỏe từ dược liệu,70,DGNL_HN,,true
TLA,TLA129,Chương trình Công nghệ chăm sóc sắc đẹp và sức khỏe từ dược liệu,70,THPT,"B00,B01,B02,D08,X14",true
TLA,TLA129,Chương trình Công nghệ chăm sóc sắc đẹp và sức khỏe từ dược liệu,70,DGNL_HN,"B00,B01,B02,D08,X14",true
TLA,TLA129,Chương trình Công nghệ chăm sóc sắc đẹp và sức khỏe từ dược liệu,70,DGTD,K00,true
TLA,TLA130,Chương trình Kỹ thuật xe năng lượng mới thông minh,70,DGNL_HN,,true
TLA,TLA130,Chương trình Kỹ thuật xe năng lượng mới thông minh,70,THPT,"A00,A01,C01,D01,D07,X02,X06,X26",true
TLA,TLA130,Chương trình Kỹ thuật xe năng lượng mới thông minh,70,DGNL_HN,"A00,A01,C01,D01,D07,X02,X06,X26",true
TLA,TLA130,Chương trình Kỹ thuật xe năng lượng mới thông minh,70,DGTD,K00,true
TLA,TLA201,Chương trình tiên tiến ngành Kỹ thuật và quản lý xây dựng (*),30,DGNL_HN,,true
TLA,TLA201,Chương trình tiên tiến ngành Kỹ thuật và quản lý xây dựng (*),30,THPT,"A00,A01,C01,C02,D01,D07,X02,X06",true
TLA,TLA201,Chương trình tiên tiến ngành Kỹ thuật và quản lý xây dựng (*),30,DGNL_HN,"A00,A01,C01,C02,D01,D07,X02,X06",true
TLA,TLA202,Chương trình tiên tiến ngành Kỹ thuật và quản lý tài nguyên nước(**),30,DGNL_HN,,true
TLA,TLA202,Chương trình tiên tiến ngành Kỹ thuật và quản lý tài nguyên nước(**),30,THPT,"A00,A01,C01,C02,D01,D07,X02,X06",true
TLA,TLA202,Chương trình tiên tiến ngành Kỹ thuật và quản lý tài nguyên nước(**),30,DGNL_HN,"A00,A01,C01,C02,D01,D07,X02,X06",true
TLA,TLA203,Ngôn ngữ Anh,140,DGNL_HN,,true
TLA,TLA203,Ngôn ngữ Anh,140,THPT,"A01,D01,D07,D08,D09,D10,D14,D15",true
TLA,TLA203,Ngôn ngữ Anh,140,DGNL_HN,"A01,D01,D07,D08,D09,D10,D14,D15",true
TLA,TLA204,Ngôn ngữ Trung Quốc,100,DGNL_HN,,true
TLA,TLA204,Ngôn ngữ Trung Quốc,100,THPT,"D01,D04,D45,D55,D63,X78",true
TLA,TLA204,Ngôn ngữ Trung Quốc,100,DGNL_HN,"D01,D04,D45,D55,D63,X78",true
TLA,TLA301,Luật,120,DGNL_HN,,true
TLA,TLA301,Luật,120,THPT,"C00,C03,C04,D01,D14,D15,X01",true
TLA,TLA301,Luật,120,DGNL_HN,"C00,C03,C04,D01,D14,D15,X01",true
TLA,TLA302,Luật kinh tế,120,DGNL_HN,,true
TLA,TLA302,Luật kinh tế,120,THPT,"C00,C03,C04,D01,D14,D15,X01",true
TLA,TLA302,Luật kinh tế,120,DGNL_HN,"C00,C03,C04,D01,D14,D15,X01",true
TLA,TLA401,Kinh tế,130,DGNL_HN,,true
TLA,TLA401,Kinh tế,130,THPT,"A00,A01,D01,D07,X02,X26",true
TLA,TLA401,Kinh tế,130,DGNL_HN,"A00,A01,D01,D07,X02,X26",true
TLA,TLA402,Quản trị kinh doanh,140,DGNL_HN,,true
TLA,TLA402,Quản trị kinh doanh,140,THPT,"A00,A01,D01,D07,X02,X26",true
TLA,TLA402,Quản trị kinh doanh,140,DGNL_HN,"A00,A01,D01,D07,X02,X26",true
TLA,TLA403,Kế toán,120,DGNL_HN,,true
TLA,TLA403,Kế toán,120,THPT,"A00,A01,D01,D07,X02,X26",true
TLA,TLA403,Kế toán,120,DGNL_HN,"A00,A01,D01,D07,X02,X26",true
TLA,TLA404,Kinh tế xây dựng,140,DGNL_HN,,true
TLA,TLA404,Kinh tế xây dựng,140,THPT,"A00,A01,D01,D07,X02,X26",true
TLA,TLA404,Kinh tế xây dựng,140,DGNL_HN,"A00,A01,D01,D07,X02,X26",true
TLA,TLA405,Thương mại điện tử,120,DGNL_HN,,true
TLA,TLA405,Thương mại điện tử,120,THPT,"A00,A01,D01,D07,X02,X26",true
TLA,TLA405,Thương mại điện tử,120,DGNL_HN,"A00,A01,D01,D07,X02,X26",true
TLA,TLA406,Quản trị dịch vụ du lịch và lữ hành,70,DGNL_HN,,true
TLA,TLA406,Quản trị dịch vụ du lịch và lữ hành,70,THPT,"A00,A01,D01,D07,X02,X26",true
TLA,TLA406,Quản trị dịch vụ du lịch và lữ hành,70,DGNL_HN,"A00,A01,D01,D07,X02,X26",true
TLA,TLA407,Logistics và quản lý chuỗi cung ứng,70,DGNL_HN,,true
TLA,TLA407,Logistics và quản lý chuỗi cung ứng,70,THPT,"A00,A01,D01,D07,X02,X26",true
TLA,TLA407,Logistics và quản lý chuỗi cung ứng,70,DGNL_HN,"A00,A01,D01,D07,X02,X26",true
TLA,TLA408,Tài chính – Ngân hàng,70,DGNL_HN,,true
TLA,TLA408,Tài chính – Ngân hàng,70,THPT,"A00,A01,D01,D07,X02,X26",true
TLA,TLA408,Tài chính – Ngân hàng,70,DGNL_HN,"A00,A01,D01,D07,X02,X26",true
TLA,TLA409,Kiểm toán,120,DGNL_HN,,true
TLA,TLA409,Kiểm toán,120,THPT,"A00,A01,D01,D07,X02,X26",true
TLA,TLA409,Kiểm toán,120,DGNL_HN,"A00,A01,D01,D07,X02,X26",true
TLA,TLA410,Kinh tế số,70,DGNL_HN,,true
TLA,TLA410,Kinh tế số,70,THPT,"A00,A01,D01,D07,X02,X26",true
TLA,TLA410,Kinh tế số,70,DGNL_HN,"A00,A01,D01,D07,X02,X26",true
TLA,TLA411,Chương trình Kế toán tích hợp chứng chỉ quốc tế,70,DGNL_HN,,true
TLA,TLA411,Chương trình Kế toán tích hợp chứng chỉ quốc tế,70,THPT,"A00,A01,D01,D07,X02,X26",true
TLA,TLA411,Chương trình Kế toán tích hợp chứng chỉ quốc tế,70,DGNL_HN,"A00,A01,D01,D07,X02,X26",true
TLA,TLA412,Chương trình Công nghệ tài chính,70,DGNL_HN,,true
TLA,TLA412,Chương trình Công nghệ tài chính,70,THPT,"A00,A01,D01,D07,X02,X26",true
TLA,TLA412,Chương trình Công nghệ tài chính,70,DGNL_HN,"A00,A01,D01,D07,X02,X26",true
TLA,TLA413,Kinh doanh thương mại,70,DGNL_HN,,true
TLA,TLA413,Kinh doanh thương mại,70,THPT,"A00,A01,D01,D07,X02,X26",true
TLA,TLA413,Kinh doanh thương mại,70,DGNL_HN,"A00,A01,D01,D07,X02,X26",true
GTA,GTADCAI2,Trí tuệ nhân tạo,180,THPT,"A00,A01,C01,C02,D01,D07,X02,X03,X26,X27",true
GTA,GTADCAI3,Trí tuệ nhân tạo,180,DGNL_HN,"A00,A01,C01,C02,D01,D07,X02,X03,X26,X27",true
GTA,GTADCAI4,Trí tuệ nhân tạo,180,DGTD,Q00,true
GTA,GTADCAI5,Trí tuệ nhân tạo,180,DGTD,K00,true
GTA,GTADCAI6,Trí tuệ nhân tạo,180,XTT,"A00,A01,C01,C02,D01,D07,X02,X03,X26,X27",true
GTA,GTADCAI7,Trí tuệ nhân tạo,180,DGNL_HN,,true
GTA,GTADCAT2,An toàn dữ liệu và an ninh mạng,60,DGNL_HN,,true
GTA,GTADCAT2,An toàn dữ liệu và an ninh mạng,60,THPT,"A00,A01,C01,C02,D01,D07,X02,X03,X26,X27",true
GTA,GTADCAT2,An toàn dữ liệu và an ninh mạng,60,XTT,"A00,A01,C01,C02,D01,D07,X02,X03,X26,X27",true
GTA,GTADCAT2,An toàn dữ liệu và an ninh mạng,60,DGNL_HN,"A00,A01,C01,C02,D01,D07,X02,X03,X26,X27",true
GTA,GTADCAT2,An toàn dữ liệu và an ninh mạng,60,DGTD,K00,true
GTA,GTADCAT2,An toàn dữ liệu và an ninh mạng,60,DGTD,Q00,true
GTA,GTADCBC2,"Quản lý, khai thác và bảo trì đường cao tốc",30,DGNL_HN,,true
GTA,GTADCBC2,"Quản lý, khai thác và bảo trì đường cao tốc",30,THPT,"A00,A01,C01,C02,D01,D07,X02,X03,X26,X27",true
GTA,GTADCBC2,"Quản lý, khai thác và bảo trì đường cao tốc",30,XTT,"A00,A01,C01,C02,D01,D07,X02,X03,X26,X27",true
GTA,GTADCBC2,"Quản lý, khai thác và bảo trì đường cao tốc",30,DGNL_HN,"A00,A01,C01,C02,D01,D07,X02,X03,X26,X27",true
GTA,GTADCBC2,"Quản lý, khai thác và bảo trì đường cao tốc",30,DGTD,K00,true
GTA,GTADCBC2,"Quản lý, khai thác và bảo trì đường cao tốc",30,DGTD,Q00,true
GTA,GTADCBI2,Mô hình thông tin công trình giao thông (BIM),,THPT,"A00,A01,C01,C02,D01,D07,X02,X03,X26,X27",true
GTA,GTADCBI2,Mô hình thông tin công trình giao thông (BIM),,XTT,"A00,A01,C01,C02,D01,D07,X02,X03,X26,X27",true
GTA,GTADCBI2,Mô hình thông tin công trình giao thông (BIM),,DGNL_HN,"A00,A01,C01,C02,D01,D07,X02,X03,X26,X27",true
GTA,GTADCBI2,Mô hình thông tin công trình giao thông (BIM),,DGTD,K00,true
GTA,GTADCBI2,Mô hình thông tin công trình giao thông (BIM),,DGTD,Q00,true
GTA,GTADCCD1,CNKT Cầu đường bộ (học tại Vĩnh Phúc),,THPT,"A00,A01,C01,C02,D01,D07,X02,X03,X26,X27",true
GTA,GTADCCD1,CNKT Cầu đường bộ (học tại Vĩnh Phúc),,XTT,"A00,A01,C01,C02,D01,D07,X02,X03,X26,X27",true
GTA,GTADCCD1,CNKT Cầu đường bộ (học tại Vĩnh Phúc),,DGNL_HN,"A00,A01,C01,C02,D01,D07,X02,X03,X26,X27",true
GTA,GTADCCD1,CNKT Cầu đường bộ (học tại Vĩnh Phúc),,DGTD,K00,true
GTA,GTADCCD1,CNKT Cầu đường bộ (học tại Vĩnh Phúc),,DGTD,Q00,true
GTA,GTADCCD2,Công nghệ kỹ thuật xây dựng Cầu đường bộ,150,DGNL_HN,,true
GTA,GTADCCD2,Công nghệ kỹ thuật xây dựng Cầu đường bộ,150,THPT,"A00,A01,C01,C02,D01,D07,X02,X03,X26,X27",true
GTA,GTADCCD2,Công nghệ kỹ thuật xây dựng Cầu đường bộ,150,XTT,"A00,A01,C01,C02,D01,D07,X02,X03,X26,X27",true
GTA,GTADCCD2,Công nghệ kỹ thuật xây dựng Cầu đường bộ,150,DGNL_HN,"A00,A01,C01,C02,D01,D07,X02,X03,X26,X27",true
GTA,GTADCCD2,Công nghệ kỹ thuật xây dựng Cầu đường bộ,150,DGTD,K00,true
GTA,GTADCCD2,Công nghệ kỹ thuật xây dựng Cầu đường bộ,150,DGTD,Q00,true
GTA,GTADCCDD2,Công nghệ kỹ thuật xây dựng cầu đường bộ (hợp tác doanh nghiệp),,THPT,"A00,A01,C01,C02,D01,D07,X02,X03,X26,X27",true
GTA,GTADCCDD2,Công nghệ kỹ thuật xây dựng cầu đường bộ (hợp tác doanh nghiệp),,XTT,"A00,A01,C01,C02,D01,D07,X02,X03,X26,X27",true
GTA,GTADCCDD2,Công nghệ kỹ thuật xây dựng cầu đường bộ (hợp tác doanh nghiệp),,DGNL_HN,"A00,A01,C01,C02,D01,D07,X02,X03,X26,X27",true
GTA,GTADCCDD2,Công nghệ kỹ thuật xây dựng cầu đường bộ (hợp tác doanh nghiệp),,DGTD,K00,true
GTA,GTADCCDD2,Công nghệ kỹ thuật xây dựng cầu đường bộ (hợp tác doanh nghiệp),,DGTD,Q00,true
GTA,GTADCCDJ2,"Công nghệ kỹ thuật xây dựng Cầu đường bộ (tăng cường tiếng Nhật, định hướng làm việc tại Nhật Bản)",,THPT,"A00,A01,C01,C02,D01,D07,X02,X03,X26,X27",true
GTA,GTADCCDJ2,"Công nghệ kỹ thuật xây dựng Cầu đường bộ (tăng cường tiếng Nhật, định hướng làm việc tại Nhật Bản)",,XTT,"A00,A01,C01,C02,D01,D07,X02,X03,X26,X27",true
GTA,GTADCCDJ2,"Công nghệ kỹ thuật xây dựng Cầu đường bộ (tăng cường tiếng Nhật, định hướng làm việc tại Nhật Bản)",,DGNL_HN,"A00,A01,C01,C02,D01,D07,X02,X03,X26,X27",true
GTA,GTADCCDJ2,"Công nghệ kỹ thuật xây dựng Cầu đường bộ (tăng cường tiếng Nhật, định hướng làm việc tại Nhật Bản)",,DGTD,K00,true
GTA,GTADCCDJ2,"Công nghệ kỹ thuật xây dựng Cầu đường bộ (tăng cường tiếng Nhật, định hướng làm việc tại Nhật Bản)",,DGTD,Q00,true
GTA,GTADCCH2,Hạ tầng giao thông đô thị thông minh,60,DGNL_HN,,true
GTA,GTADCCH2,Hạ tầng giao thông đô thị thông minh,60,THPT,"A00,A01,C01,C02,D01,D07,X02,X03,X26,X27",true
GTA,GTADCCH2,Hạ tầng giao thông đô thị thông minh,60,XTT,"A00,A01,C01,C02,D01,D07,X02,X03,X26,X27",true
GTA,GTADCCH2,Hạ tầng giao thông đô thị thông minh,60,DGNL_HN,"A00,A01,C01,C02,D01,D07,X02,X03,X26,X27",true
GTA,GTADCCH2,Hạ tầng giao thông đô thị thông minh,60,DGTD,K00,true
GTA,GTADCCH2,Hạ tầng giao thông đô thị thông minh,60,DGTD,Q00,true
GTA,GTADCCI2,Thương mại quốc tế,40,DGNL_HN,,true
GTA,GTADCCI2,Thương mại quốc tế,40,THPT,"A00,A01,C01,C02,D01,D07,X01,X02,X03,X25,X26,X27",true
GTA,GTADCCI2,Thương mại quốc tế,40,XTT,"A00,A01,C01,C02,D01,D07,X01,X02,X03,X25,X26,X27",true
GTA,GTADCCI2,Thương mại quốc tế,40,DGNL_HN,"A00,A01,C01,C02,D01,D07,X01,X02,X03,X25,X26,X27",true
GTA,GTADCCI2,Thương mại quốc tế,40,DGTD,K00,true
GTA,GTADCCI2,Thương mại quốc tế,40,DGTD,Q00,true
GTA,GTADCCM2,Công nghệ chế tạo máy,100,DGNL_HN,,true
GTA,GTADCCM2,Công nghệ chế tạo máy,100,THPT,"A00,A01,C01,C02,D01,D07,X02,X03,X26,X27",true
GTA,GTADCCM2,Công nghệ chế tạo máy,100,XTT,"A00,A01,C01,C02,D01,D07,X02,X03,X26,X27",true
GTA,GTADCCM2,Công nghệ chế tạo máy,100,DGNL_HN,"A00,A01,C01,C02,D01,D07,X02,X03,X26,X27",true
GTA,GTADCCM2,Công nghệ chế tạo máy,100,DGTD,K00,true
GTA,GTADCCM2,Công nghệ chế tạo máy,100,DGTD,Q00,true
GTA,GTADCCMJ2,"Công nghệ chế tạo máy (tăng cường tiếng Nhật, định hướng làm việc tại Nhật Bản)",,THPT,"A00,A01,C01,C02,D01,D07,X02,X03,X26,X27",true
GTA,GTADCCMJ2,"Công nghệ chế tạo máy (tăng cường tiếng Nhật, định hướng làm việc tại Nhật Bản)",,XTT,"A00,A01,C01,C02,D01,D07,X02,X03,X26,X27",true
GTA,GTADCCMJ2,"Công nghệ chế tạo máy (tăng cường tiếng Nhật, định hướng làm việc tại Nhật Bản)",,DGNL_HN,"A00,A01,C01,C02,D01,D07,X02,X03,X26,X27",true
GTA,GTADCCMJ2,"Công nghệ chế tạo máy (tăng cường tiếng Nhật, định hướng làm việc tại Nhật Bản)",,DGTD,K00,true
GTA,GTADCCMJ2,"Công nghệ chế tạo máy (tăng cường tiếng Nhật, định hướng làm việc tại Nhật Bản)",,DGTD,Q00,true
GTA,GTADCCN2,Công nghệ kỹ thuật cơ điện tử,150,DGNL_HN,,true
GTA,GTADCCN2,Công nghệ kỹ thuật cơ điện tử,150,THPT,"A00,A01,C01,C02,D01,D07,X02,X03,X26,X27",true
GTA,GTADCCN2,Công nghệ kỹ thuật cơ điện tử,150,XTT,"A00,A01,C01,C02,D01,D07,X02,X03,X26,X27",true
GTA,GTADCCN2,Công nghệ kỹ thuật cơ điện tử,150,DGNL_HN,"A00,A01,C01,C02,D01,D07,X02,X03,X26,X27",true
GTA,GTADCCN2,Công nghệ kỹ thuật cơ điện tử,150,DGTD,K00,true
GTA,GTADCCN2,Công nghệ kỹ thuật cơ điện tử,150,DGTD,Q00,true
GTA,GTADCDD2,CNKT công trình xây dựng dân dụng và công nghiệp,180,DGNL_HN,,true
GTA,GTADCDD2,CNKT công trình xây dựng dân dụng và công nghiệp,180,THPT,"A00,A01,C01,C02,D01,D07,X02,X03,X26,X27",true
GTA,GTADCDD2,CNKT công trình xây dựng dân dụng và công nghiệp,180,XTT,"A00,A01,C01,C02,D01,D07,X02,X03,X26,X27",true
GTA,GTADCDD2,CNKT công trình xây dựng dân dụng và công nghiệp,180,DGNL_HN,"A00,A01,C01,C02,D01,D07,X02,X03,X26,X27",true
GTA,GTADCDD2,CNKT công trình xây dựng dân dụng và công nghiệp,180,DGTD,K00,true
GTA,GTADCDD2,CNKT công trình xây dựng dân dụng và công nghiệp,180,DGTD,Q00,true
GTA,GTADCDM2,CNKT cơ khí đầu máy - toa xe và tàu điện Metro,50,DGNL_HN,,true
GTA,GTADCDM2,CNKT cơ khí đầu máy - toa xe và tàu điện Metro,50,THPT,"A00,A01,C01,C02,D01,D07,X02,X03,X26,X27",true
GTA,GTADCDM2,CNKT cơ khí đầu máy - toa xe và tàu điện Metro,50,XTT,"A00,A01,C01,C02,D01,D07,X02,X03,X26,X27",true
GTA,GTADCDM2,CNKT cơ khí đầu máy - toa xe và tàu điện Metro,50,DGNL_HN,"A00,A01,C01,C02,D01,D07,X02,X03,X26,X27",true
GTA,GTADCDM2,CNKT cơ khí đầu máy - toa xe và tàu điện Metro,50,DGTD,K00,true
GTA,GTADCDM2,CNKT cơ khí đầu máy - toa xe và tàu điện Metro,50,DGTD,Q00,true
GTA,GTADCDT2,Công nghệ kỹ thuật điện tử - viễn thông,260,DGNL_HN,,true
GTA,GTADCDT2,Công nghệ kỹ thuật điện tử - viễn thông,260,THPT,"A00,A01,C01,C02,D01,D07,X02,X03,X26,X27",true
GTA,GTADCDT2,Công nghệ kỹ thuật điện tử - viễn thông,260,XTT,"A00,A01,C01,C02,D01,D07,X02,X03,X26,X27",true
GTA,GTADCDT2,Công nghệ kỹ thuật điện tử - viễn thông,260,DGNL_HN,"A00,A01,C01,C02,D01,D07,X02,X03,X26,X27",true
GTA,GTADCDT2,Công nghệ kỹ thuật điện tử - viễn thông,260,DGTD,K00,true
GTA,GTADCDT2,Công nghệ kỹ thuật điện tử - viễn thông,260,DGTD,Q00,true
GTA,GTADCDTJ2,"Công nghệ kỹ thuật Điện tử - Viễn thông (tăng cường tiếng Nhật, định hướng làm việc tại Nhật Bản)",,THPT,"A00,A01,C01,C02,D01,D07,X02,X03,X26,X27",true
GTA,GTADCDTJ2,"Công nghệ kỹ thuật Điện tử - Viễn thông (tăng cường tiếng Nhật, định hướng làm việc tại Nhật Bản)",,XTT,"A00,A01,C01,C02,D01,D07,X02,X03,X26,X27",true
GTA,GTADCDTJ2,"Công nghệ kỹ thuật Điện tử - Viễn thông (tăng cường tiếng Nhật, định hướng làm việc tại Nhật Bản)",,DGNL_HN,"A00,A01,C01,C02,D01,D07,X02,X03,X26,X27",true
GTA,GTADCDTJ2,"Công nghệ kỹ thuật Điện tử - Viễn thông (tăng cường tiếng Nhật, định hướng làm việc tại Nhật Bản)",,DGTD,K00,true
GTA,GTADCDTJ2,"Công nghệ kỹ thuật Điện tử - Viễn thông (tăng cường tiếng Nhật, định hướng làm việc tại Nhật Bản)",,DGTD,Q00,true
GTA,GTADCEN2,Ngôn ngữ Anh,80,THPT,"A01,D01,D07,X25,X26,X27",true
GTA,GTADCEN2,Ngôn ngữ Anh,80,DGNL_HN,"A01,D01,D07,X25,X26,X27",true
GTA,GTADCEN2,Ngôn ngữ Anh,80,XTT,"A01,D01,D07,X25,X26,X27",true
GTA,GTADCFT2,Công nghệ tài chính,100,DGNL_HN,,true
GTA,GTADCFT2,Công nghệ tài chính,100,THPT,"A00,A01,C01,C02,D01,D07,X01,X02,X03,X25,X26,X27",true
GTA,GTADCFT2,Công nghệ tài chính,100,XTT,"A00,A01,C01,C02,D01,D07,X01,X02,X03,X25,X26,X27",true
GTA,GTADCFT2,Công nghệ tài chính,100,DGNL_HN,"A00,A01,C01,C02,D01,D07,X01,X02,X03,X25,X26,X27",true
GTA,GTADCFT2,Công nghệ tài chính,100,DGTD,K00,true
GTA,GTADCFT2,Công nghệ tài chính,100,DGTD,Q00,true
