code,name,field_code,description
7340121,Kinh doanh thương mại,kinh_te,
7340121DKD,Kinh doanh thương mại,kinh_te,
7340121DKK,Kinh doanh thương mại,kinh_te,
7340122,Thương mại điện tử,kinh_te,
7340125,Phân tích dữ liệu kinh doanh,kinh_te,
7340201,Ngành Tài chính – Ngân hàng,kinh_te,
73402011,Tài chính - Ngân hàng 1,kinh_te,
73402012,Tài chính - Ngân hàng 2,kinh_te,
73402013,Tài chính - Ngân hàng 3,kinh_te,
7340201A,Tài chính - Ngân hàng,kinh_te,
7340201B,Công nghệ tài chính,kinh_te,
7340201C06,Hải quan & Logistics,kinh_te,
7340201C09,Phân tích tài chính (Theo định hướng ICAEW CFAB),kinh_te,
7340201C11,Tài chính doanh nghiệp (Theo định hướng ACCA),kinh_te,
7340201D,Tài chính - Ngân hàng (CTĐT Thuế; Hải quan và nghiệp vụ ngoại thương; Tài chính quốc tế; Phân tích tài chính; Tài chính doanh nghiệp; Ngân hàng; Đầu tư tài chính; Tài chính số *),kinh_te,
7340201DKD,Tài chính - Ngân hàng,kinh_te,
7340201DKK,Tài chính - Ngân hàng,kinh_te,
7340201QT01,Hải quan và Logistics (Theo định hướng FIATA),kinh_te,
7340201TA,Tài chính - Ngân hàng (CTĐT bằng Tiếng Anh),kinh_te,
7340201_1,Tài chính chất lượng cao,kinh_te,
7340201_2,Tài chính - Ngân hàng,kinh_te,
7340201_AP,Ngân hàng,kinh_te,
7340201_AP_NH,Ngân hàng,kinh_te,
7340201_AP_TC,Tài chính,kinh_te,
7340201_CLC,Tài chính - Ngân hàng,kinh_te,
7340201_DAT,"Phân tích dữ liệu trong tài chính, kinh doanh",kinh_te,
7340201_NH,Ngân hàng,kinh_te,
7340201_TC,Tài chính,kinh_te,
7340202,Công nghệ tài chính,kinh_te,
7340204,Bảo hiểm,kinh_te,
7340204A,Bảo hiểm,kinh_te,
7340204B,Tài chính và Quản trị rủi ro,kinh_te,
7340204C,Đầu tư tài chính,kinh_te,
7340204DKD,Bảo hiểm,kinh_te,
7340204DKK,Bảo hiểm,kinh_te,
7340205,Công nghệ tài chính,kinh_te,
7340205_LK,"Công nghệ tài chính (Liên kết đại học Huddersfield, Vương Quốc Anh)",kinh_te,
7340207,Bảo hiểm - Tài chính,kinh_te,
7340208,Công nghệ tài chính (Fintech),kinh_te,
7340301,Kế toán,kinh_te,
7340301A,Kế toán định hướng chứng chỉ quốc tế ACCA,kinh_te,
7340301B,Phân tích dữ liệu trong kế toán,kinh_te,
