id,university_short_name,major_code,program_source_code,program_name,source,source_school_id,is_active
85e38b66-4413-5bb4-ac75-f3d62d5091d1,BKA,PH1x,PH1x,Vật lý kỹ thuật,tuyensinh247,302,true
f2df8a32-1bc9-5c16-836b-6aef9c51cc7f,BKA,PH1y,PH1y,Vật lý kỹ thuật,tuyensinh247,302,true
974caaf9-11d3-53ab-8a46-a9dd6e493d7a,BKA,PH2,PH2,Kỹ thuật Hạt nhân,tuyensinh247,302,true
5070d29b-878b-54c0-bd17-557aad97f385,BKA,PH2x,PH2x,Kỹ thuật hạt nhân,tuyensinh247,302,true
0d69e060-f566-5a37-8648-54186fecac24,BKA,PH2y,PH2y,Kỹ thuật hạt nhân,tuyensinh247,302,true
b46bd8b1-6331-50af-a12d-f98fcda30041,BKA,PH3,PH3,Vật lý Y khoa,tuyensinh247,302,true
fd64b3fe-e98e-5e52-91ae-b64a5085dad6,BKA,PH3x,PH3x,Vật lý y khoa,tuyensinh247,302,true
14936033-0ce7-59d7-91e6-6ef5367b7557,BKA,PH3y,PH3y,Vật lý y khoa,tuyensinh247,302,true
d013dae4-52d0-597e-8908-eb1b84149e6e,BKA,TE-E2,TE-E2,Kỹ thuật Ô tô (CT tiên tiến),tuyensinh247,302,true
bc15f7ac-93fa-58a6-ac23-958e0c83dc43,BKA,TE-E2x,TE-E2x,Kỹ thuật Ô tô (CT tiên tiến),tuyensinh247,302,true
43fdbec3-cf31-536b-8cda-52ca0efe2bc5,BKA,TE-E2y,TE-E2y,Kỹ thuật Ô tô (CT tiên tiến),tuyensinh247,302,true
feca3bf3-0fa3-509b-8583-85077b300a08,BKA,TE-EP,TE-EP,Cơ khí hàng không (Chương trình Việt - Pháp PFIEV),tuyensinh247,302,true
f6c7f30e-0095-5b42-a81a-035e8fd37c17,BKA,TE-Epx,TE-Epx,Cơ khí hàng không (Chương trình Việt - Pháp PFIEV),tuyensinh247,302,true
36398a9a-5c4e-5928-9a4a-c7bb51939e2f,BKA,TE-Epy,TE-Epy,Cơ khí hàng không (Chương trình Việt - Pháp PFIEV),tuyensinh247,302,true
18b6eca0-3954-5a3d-a3b3-a81f3a0f48d3,BKA,TE1,TE1,Kỹ thuật Ô tô,tuyensinh247,302,true
7e672fd3-a393-5f32-abef-1439102c4ec4,BKA,TE1x,TE1x,Kỹ thuật Ô tô,tuyensinh247,302,true
