code,name,field_code,description
CLC3-05,(5) Kinh tế quốc tế,kinh_te,
CLC3-06,(6) Logistics và quản lý chuỗi cung ứng,kinh_te,
CLC3-07,(7) Thương mại điện tử,dien_tu,
CLC3-08,(8) Kiểm toán tích hợp chứng chỉ ACCA,kinh_te,
CN1,Công nghệ thông tin,cntt,
CN10,Công nghệ nông nghiệp,nong_lam,
CN11,Kỹ thuật điều khiển và tự động hoá,dien_tu,
CN12,Trí tuệ nhân tạo,cntt,
CN13,Kỹ thuật năng lượng,ky_thuat,
CN14,Hệ thống thông tin,cntt,
CN15,Mạng máy tính và truyền thông dữ liệu,cntt,
CN16,Công nghệ thông tin,cntt,
CN17,Kỹ thuật Robot,dien_tu,
CN18,Thiết kế công nghiệp và Đồ họa,nghe_thuat,
CN19,Công nghệ vật liệu (CT Công nghệ vật liệu và Vi điện tử),khoa_hoc_tu_nhien,
CN2,Kỹ thuật máy tính,cntt,
CN20,Khoa học dữ liệu (CT Khoa học và Kỹ thuật dữ liệu),khoa_hoc_tu_nhien,
CN21,Công nghệ sinh học (CT Công nghệ kỹ thuật sinh học),khoa_hoc_su_song,
CN3,Vật lý kỹ thuật,khoa_hoc_tu_nhien,
CN4,Cơ kỹ thuật,ky_thuat,
CN5,Công nghệ kỹ thuật xây dựng,xay_dung,
CN6,Công nghệ kỹ thuật cơ - điện tử,ky_thuat,
CN7,Công nghệ hàng không vũ trụ,ky_thuat,
CN8,Khoa học máy tính,cntt,
CN9,Công nghệ kỹ thuật điện tử – viễn thông,dien_tu,
CS,Khoa học Máy tính,cntt,
CT1,Tài chính – Ngân hàng,kinh_te,
